nodeID,nodeUserID,nodeTime,actionType,videoID,platform
58nmc9mBqjZi-15ZESTV2g,77cXV221rDvGyoTBAb0RCA,2018-09-19 04:58:55,tweet,CCmN6X_7kn0,twitter
uvmgN3QO8z2hpszxsd6q2w,W3oKWG9HYpQ7zKuBIa66Ug,2019-02-16 19:40:58,tweet,CCmN6X_7kn0,twitter
LBJeUsGK_KBzxWEUyxCBnA,yK-4mr-cN7ntG2IzMK3qLQ,2018-07-22 16:48:40,tweet,3vNwe7yKbwo,twitter
ZooFCfjpCpri7tCFV7sI6A,u7Nf1qzeOCzjW-zmsYugmg,2018-07-27 12:29:12,tweet,yI2s9Ow2snE,twitter
73F2N0A-KnYm16HUUeUzlw,OuDPe8FwHO_3DjObp785tg,2018-04-15 20:38:59,tweet,Pu0Rb5tkITY,twitter
tNV72ByQqMV7tfmBmNAS8A,B9oRNfEvSNErdsYDZt5f_A,2019-04-19 03:10:14,tweet,XH11Co4_1kU,twitter
8Mzfxpp6Vk90DFF28rvTxg,W0p4rrnGqd6ZoqPKTjNvkg,2018-07-22 02:56:54,tweet,CCmN6X_7kn0,twitter
HTIYa0M2AouNHSnqDr8XZg,G1YOzzDI6HI4zzbOFbgZgA,2018-04-18 23:02:51,tweet,tAmSpf7uDTU,twitter
IhFUa6IVKBwIGg8UiWk7ew,7t2ODJ3-kpQg6aoxnCjQeQ,2018-07-22 18:16:11,tweet,ijcA3LCKCl0,twitter
n5_UK3y3vZI7eVcMIpdSWA,h9FOy-IU8x0FNdjwHqrQ3A,2018-04-12 14:38:05,tweet,5k6hSS6xBTw,twitter
9_LYATBxWbfdNjF3tqPFJg,_OC4LBZ6IgASNB8ZUu0EOg,2018-04-15 19:07:46,tweet,BbxB9TdtxBY,twitter
MmJL9bQ2jwBmlQ5SqNnK0w,ivBThuE7NV3ZgIaZigZD7A,2018-10-27 09:13:27,tweet,8LnVHw96jFs,twitter
f5haCeIvA5n9HDB7Xsx2Sg,QGCwcWHlzBaRx1ikY4dk5A,2019-01-27 16:39:11,tweet,3vNwe7yKbwo,twitter
06qLldGDWw0P_ykU18n3IQ,xhrneS_JIStzbBN4O_dHRA,2018-07-05 17:35:47,tweet,Q1TtlgA7qOo,twitter
dpmBZX98XVb6XKPbGKJTLA,_UZYPknnI4UDI89qtzON9w,2018-05-11 18:00:23,tweet,yI2s9Ow2snE,twitter
-8NS3tT5sLoxJtpRtcW_hw,vLcBP74FB8YJz6s1bsDBEQ,2019-01-02 19:01:58,tweet,CCmN6X_7kn0,twitter
MPy1sX99lzA26HUHoA0W3w,jQRUufhdzgcEAgZ7zShbqQ,2018-04-19 19:40:27,tweet,-fJbMWhkTAw,twitter
NaMbi94P74EpzBd9f0u67Q,GhtByCY9sipYdIahvZcLXA,2018-04-22 07:26:39,tweet,rz2wo9irW6k,twitter
p8S_GpHSSG08VitszsPk6w,hKeOvsiODFBDg85bT2iXiA,2018-04-16 05:04:05,tweet,5k6hSS6xBTw,twitter
RSswMlhlJZVgsqrsj4uBPg,hKeOvsiODFBDg85bT2iXiA,2019-03-18 07:53:04,tweet,zsEEzbkkH00,twitter
sVPUfg9btPO8PL87zaBT4A,lSmQYvUcuGn6oFyjGJduDw,2018-05-23 13:54:40,tweet,DPgOnD0n9uw,twitter
eS_QjD2DvOWMO5K3D1gV6Q,VdpexJ20I5k3fgKAWE9vuw,2019-01-26 00:50:11,tweet,N2oCyYasr6Y,twitter
P6Z6Rn4FND3sF2FhfeVSuw,qUY_YbUk1omXhZo8AANA-g,2019-02-06 23:49:46,tweet,6Wj6BPlcW8c,twitter
ja20zGlo92IL2JR4dlpzew,6M50wT9tOUavU54WbUx6xw,2018-04-15 03:45:02,tweet,CCmN6X_7kn0,twitter
vyNm-S9SRQnS1DMj4RspeQ,fEu5TxIHzD9vEDPMhjHjNA,2018-04-29 01:37:32,tweet,PddH3mm0LWo,twitter
yc5Elc1HXjwtVeCGBJ-3ig,Y3gq2EVFnjjxcOjuQhJnaQ,2018-07-22 10:42:58,tweet,vFyqYmWb7h0,twitter
D2SzY3QR4Go5Elx6gGm2qQ,Y3gq2EVFnjjxcOjuQhJnaQ,2018-05-04 22:36:11,tweet,XAIH4i_X3lM,twitter
V4vmkn1gf6ckvL7y4gnd4Q,Y3gq2EVFnjjxcOjuQhJnaQ,2019-03-04 00:03:11,tweet,OfoHWGPSX1Q,twitter
dyP4nmlmbIvpnTjIipBHvw,G_Jnra3bUnvoq13Slg1x7Q,2018-04-15 18:28:56,reply,ZWxQHPwoNMk,twitter
XGElaSq8RPu-38L-WaahZg,x23psZ01wOH1P9_Br18Wiw,2019-03-05 05:09:05,tweet,b8bIupYSZeU,twitter
BholD0wIR0gHcXCvUil3RQ,v_3355My3EeSxfkvtliDIg,2019-03-29 17:49:25,reply,3vNwe7yKbwo,twitter
3Zaaf3bG_IoKgoemLeHB-g,v_3355My3EeSxfkvtliDIg,2018-05-03 19:50:28,reply,CLRsB_QJvkI,twitter
VlQqd-h02RYYfAaI9UpRCQ,n4HSPtj5WHl3RV5Q2ODR-Q,2019-04-11 13:31:36,tweet,mrtY8XKp2Ng,twitter
YgsE0t50ALVHOpPGUl05hg,VOtarN60jumeZ6VrkOt52w,2018-05-30 10:54:49,tweet,0EXtHoOi7_4,twitter
v2R6_MCY2MVmnGBOvAxYUQ,AaIRWIqCeN_f2bQl6cGdcg,2018-07-24 07:36:35,tweet,CCmN6X_7kn0,twitter
Qw3CWaan-n_-L31A9hKLGA,a2Ug9PfimzO0L25lS2LRoQ,2019-03-05 05:01:01,tweet,Xc2SyTIm8oM,twitter
QEQjC1lR3MVAC1R92xudKQ,clDxX3XIxWjvJZVXeL098w,2018-07-27 22:39:42,tweet,0EXtHoOi7_4,twitter
ZMI5rLjTs24s3xFFAo1jSA,tEKZkxV_ATa463l94WZpiw,2018-07-22 00:28:52,reply,jZEC6xfBcPM,twitter
mL2Xc89ThbqCFwW8nVaj8g,yWOqu5ikLYfSGPijNExzCw,2018-11-27 15:19:04,tweet,RkJ6N97cRLs,twitter
QubnHVharfdMH27lTaM9aA,lSmQYvUcuGn6oFyjGJduDw,2018-04-14 11:04:47,tweet,CCmN6X_7kn0,twitter
-e04e1Q2mzkmhQVymRISwQ,f-1skJ0oHVZx_Vih9-bPRQ,2018-04-12 05:59:38,tweet,pEL4pZFE0Ig,twitter
HXtsyU8389bgtJkLOU5LNg,Sgyp89LfQFDRkGwf0xCqUw,2019-01-16 04:44:13,tweet,uHfUiw1d1tg,twitter
vBq6MIDEmB56VcjXFZ2ecQ,lSmQYvUcuGn6oFyjGJduDw,2018-07-22 13:21:48,tweet,Rf5e8OCyKZU,twitter
ZyfXSv_z4qbFKP8wDOOXew,3Xx-COfNXXjQRZ5Nhfr18A,2018-09-13 17:03:16,tweet,c-13_Hjodq4,twitter
QfFa_vBL6cVV-RpWDqeu_g,Vzt4wAlxDNdjnE58F99fjw,2019-02-06 23:52:09,tweet,CCmN6X_7kn0,twitter
p0Eh0KnTyJjFO1WkRr0c0w,1zY5GnMzQEpTSOlMfwKmog,2019-02-17 10:23:35,tweet,fIeHa6Oz7ow,twitter
-8sMj81s1rQ_C6fzYhKytQ,_8QvlzXycYHR3qaAXEe_Og,2018-04-19 11:28:34,tweet,p3wJjK4Kxmo,twitter
LRGgMBsom3d0-S7sRvUm1A,Wof0K9Es1FRIxguakLXO4Q,2019-04-16 20:53:26,tweet,iQb3W4u1JS8,twitter
7XNZpJ8Q6j6X2XNdzNwqMA,jFPSHbVtll2yNXrJdUtYiA,2018-04-27 13:07:38,tweet,CCmN6X_7kn0,twitter
EKmw8yvPeMKdigStUezhCQ,RZa2lJNPt3vWfFBOzjtCVA,2018-04-22 21:02:37,reply,thxkhGqTdPg,twitter
31HORmT4gCET6z1fhhKZaQ,Y1GimSMqZRU_COwKVgcMHg,2019-02-10 16:20:31,tweet,YG9iMYrcFcY,twitter
dpr0toVlacaLCr6Qw6ig5Q,v_3355My3EeSxfkvtliDIg,2018-04-22 11:13:25,reply,k_bObdZhqyE,twitter
uCRfsD-O3WRi54zYevNbKw,v_3355My3EeSxfkvtliDIg,2018-05-15 04:57:27,reply,jZEC6xfBcPM,twitter
rKc-WZFKzqsqIlFKz4YDyw,Xs3NRLPxNsFqJ_o9KxxeQA,2019-01-26 03:43:33,tweet,yaZRZo9FGQI,twitter
uNGeChyb9pIuW4x_NwPZjA,lSmQYvUcuGn6oFyjGJduDw,2018-04-16 22:49:46,tweet,p3wJjK4Kxmo,twitter
TsgYFqY7y3m1wPp-p8FvEw,BUZFgWiQUYf6uOxcoAqZnw,2018-10-08 16:21:54,tweet,yaZRZo9FGQI,twitter
akGVKGZPhkJ6ajSJ09rn-g,iPfOW-nG8-CWz-OyarekdQ,2018-07-23 00:30:40,tweet,CCmN6X_7kn0,twitter
hC7c0BEGe8HqomToQv-m2g,FZGz6H-JKjPMZnhfvXxPHw,2018-05-05 09:51:37,tweet,wV75b-j2vIQ,twitter
7nmLVJv4J_ea2XrtrMuHnQ,jsg7wAIEq4PCohtI-DYMyw,2018-07-23 18:44:33,tweet,3vNwe7yKbwo,twitter
unNPlgGWpe3UnmwLN4wlGQ,lSmQYvUcuGn6oFyjGJduDw,2018-05-07 17:42:06,tweet,yFuJlqKIITw,twitter
cUBmJWzGigsHocJZgnT4_g,FH4aYbt7sZ1yNd4mFr4KTQ,2018-05-04 23:41:52,tweet,DPgOnD0n9uw,twitter
dHtc7--ogW5dOMLEuFDYRQ,-EyY9nUpR0k-MFywj4oY6A,2018-04-18 22:28:57,tweet,CCmN6X_7kn0,twitter
RfMqd--D-19rxhAr9mpHqw,gCMnJ1iXaC4Mx5spmRKfNg,2018-08-05 05:21:36,reply,ijcA3LCKCl0,twitter
njhq3JrEBSepK4Bz400oWA,gCMnJ1iXaC4Mx5spmRKfNg,2018-08-19 09:18:19,tweet,CCmN6X_7kn0,twitter
tBIYmLmAcK5WDwxVFWpVsw,mzDQEx4mrO8g6uTCT5malQ,2018-07-27 04:24:10,tweet,5k6hSS6xBTw,twitter
CJ3kP5ajxb-lkPZ8epZQhA,dQLec0zxN4a519OoFRuVdw,2018-04-21 01:28:02,tweet,IQPs2mOhlB4,twitter
2Q8-neuYaUaQLp3vOB-nfw,lSmQYvUcuGn6oFyjGJduDw,2018-05-23 13:55:21,tweet,RsXAdJw2oaU,twitter
32LvHBgg2tFPdfWZxIhCdQ,FpgH15lr-5_FmdljepFRmA,2018-04-29 21:05:21,reply,jfDdcWcRI_Q,twitter
44zqCDOvloZMMLCoaL-pMw,FpgH15lr-5_FmdljepFRmA,2018-05-30 07:21:19,reply,DTzwn5RBxD4,twitter
gL8Gja7qdWEsS0OV8wfQdg,qNX7LSqrP8USWR93F83jlA,2018-06-21 08:31:10,tweet,JtMNpnVuExM,twitter
GaFliip4_86R1Dozdmz3gQ,lSmQYvUcuGn6oFyjGJduDw,2018-05-14 14:41:51,tweet,6h0VDhENotI,twitter
Rd4yGmO_RL4mOKPXiW6slw,0DRHTqahny7MbYmFp0hUqw,2018-04-14 01:44:31,tweet,3vNwe7yKbwo,twitter
-TETSdirb0QYZKEI2s0D7g,0DRHTqahny7MbYmFp0hUqw,2018-04-08 17:05:22,tweet,DPgOnD0n9uw,twitter
4cR5LypGI8w-lT5qW_PGeA,tVsrOuPmc8_4qqeSgg8yNQ,2018-04-18 11:07:25,tweet,p3wJjK4Kxmo,twitter
M4YcFPwxK2qRd6Rmp27_0Q,Oj4Y2uOLQd7vupsSmWDvrw,2018-04-16 04:04:53,tweet,wV75b-j2vIQ,twitter
AvfMumLs38-5uSOdYVlQmw,WcGOrk8qSKPN1QgOvenhgg,2018-05-16 13:12:38,reply,CCmN6X_7kn0,twitter
TzCM89J2N5VaUy-XqLyUog,A5gZZE8TDhYDZxDALcSCeg,2018-12-21 03:37:45,tweet,lC7ZxdFzdzQ,twitter
nHv36a0CqyzC_AZrTUWzCw,FUixfxn4D4qNck-vdG6qEg,2018-04-14 18:54:17,tweet,wV75b-j2vIQ,twitter
LQk3ILXVcqdoRA8FVPw9tA,hfEcQtNzfLhQjtv7Pg7UKQ,2018-05-14 14:20:13,tweet,CCmN6X_7kn0,twitter
IME2DX0VXdpfqXvkVvblyA,w1dHOTogaPa6RckhLXRfDw,2018-09-25 09:03:17,tweet,OBkn78q_t_Q,twitter
g5cV0MxaG17LrOkIMAaLSw,w1dHOTogaPa6RckhLXRfDw,2018-09-11 22:37:55,tweet,yzqYcSkW4No,twitter
i0kz-1wDGbqeSHiZU6piVw,w1dHOTogaPa6RckhLXRfDw,2018-04-17 13:58:28,tweet,HIjne4Rwteo,twitter
v7VAUx8O6gRlYBWGiSjgcQ,w1dHOTogaPa6RckhLXRfDw,2018-06-17 04:18:15,tweet,CCmN6X_7kn0,twitter
lgex_86BXje8kvQPIxecTg,fwpr1r4Z_I4FQqDtqQoFUQ,2018-09-09 12:56:13,tweet,9YFVxWgJKQQ,twitter
Pm-GK_YfU20kf3eMqaywKg,GJTHrbddcQc342pAcf340w,2018-04-13 17:23:41,tweet,fIeHa6Oz7ow,twitter
1YDjHQtfia0ud9ov-y-hTg,UpSAySgcnV0KeqF7E3m9jw,2018-04-23 16:32:33,tweet,b8bIupYSZeU,twitter
Kfz2FHbys5uKMeLG_ftSFQ,iplkjwGV9i6piU1XCEkNBQ,2019-04-06 23:04:37,tweet,aIlVHV9hmOM,twitter
G9VJtZTO4dqOclAMBv5qRw,t4UIEdHRXpzcbsuycYL8xQ,2018-07-25 11:08:11,tweet,3vNwe7yKbwo,twitter
mJIvGjHOrxX-DScsK3RWOA,t4UIEdHRXpzcbsuycYL8xQ,2019-01-26 23:18:40,tweet,9EyGQ9Ijozw,twitter
XCt4hyjYym-jpLMCUsIIXw,boS0CHuQRYopslBpqmkt1A,2018-04-14 07:31:13,tweet,TEbHM0aIako,twitter
pcKEWcJgLvlnLdTcJZr7JQ,xWzo2qDp3wQZSoYRwAR57g,2018-04-20 01:34:07,tweet,p3wJjK4Kxmo,twitter
JfT3inQQxDtc3gJzDHvDRg,-gS-EekflMww9AXspE_VTg,2018-04-21 21:27:37,tweet,ytpt4sgoxYI,twitter
-foyUiTxlvY_Cvdz7B0GFw,SGUOCOO9q95ZfxLb6D1rbQ,2018-04-17 02:56:15,tweet,0EXtHoOi7_4,twitter
1hRDU-VkEK2Rq66j8LWviA,ULnC8BPiBzcdTtznV4d2hg,2018-04-06 22:50:49,tweet,N7kr5ddCuuY,twitter
oqZrYHhtFjv4MZFcsXN0JA,dEKnKfl9UsGG1YsatmMU8g,2018-07-22 21:14:56,tweet,3vNwe7yKbwo,twitter
j284BO930nBie0Qtxmyvug,6LVmNpeWM6zUbtyQPeD1OQ,2018-08-31 22:56:18,tweet,CYflh9ltqDY,twitter
A-esIjqYjceJsmcuPolS3A,fOmiyeCMAQPTljGShcpEfw,2018-11-11 18:57:50,tweet,HkHb0E3I80I,twitter
lZBZ78T4m2ruV01_jeLVkQ,iZFDEVkUfgXiUUrsZ7sM1A,2018-04-13 09:22:45,tweet,3vNwe7yKbwo,twitter
dYPOaGPAzDP7wFSTEWz-Jg,YwIpGeJIKeQR2zMcKN0QMQ,2018-04-18 00:06:52,tweet,kUSiRWfR0ds,twitter
aLvtGJOWkSmWpcZDRwJDbg,FFLfdXamFa45M4sxqRxMLA,2018-05-16 12:50:07,tweet,Xc2SyTIm8oM,twitter
-dEn8NFwXsDf66rSI_WlZg,ybVgFW9M5-jI88-0a7vlOw,2018-06-20 07:18:45,tweet,4oQTWn1JfeA,twitter
nVWUTM2cgnvaeSMUivE5LA,aOAbxBrxcaNRv3bZQZfNvw,2018-04-19 16:31:22,tweet,D5REVTpNTPg,twitter
wEqFa61WnuD5VBVF0sUkiQ,E-mjZ5Y08JFJAaH7SYv6-w,2018-04-17 17:56:51,tweet,DPgOnD0n9uw,twitter
C9_QoN7zOh7UEI38dKs9yQ,MwpjIYsVZgUp7LQFh4ATXQ,2019-04-13 12:57:48,tweet,CCmN6X_7kn0,twitter
Y9SIE2wcB3jf1Ea8nq_J5A,B7RMxJDOk4QS9OF0V0-aFQ,2018-07-28 06:01:50,tweet,AcbIwXDtSYw,twitter
8i5vIhFo0ZNR2X-0gBwaXQ,2ls0c8Pdv2c03J2wdd4WJQ,2018-04-19 21:00:12,tweet,x960tQNCGsQ,twitter
H80sYBAFX0MtsZWiNXL8bA,RrVnhln42f0VW87GTLnnXg,2018-12-21 07:50:21,tweet,3vNwe7yKbwo,twitter
iW1vyy9cyiPoNEhmkY3UTA,oVGtfmvIRSIUj_tfiFDNdw,2018-04-14 22:29:03,tweet,5k6hSS6xBTw,twitter
Fp-fUjWmf8LvtGhDkanElw,y6BoCU8cccP2OyKINqV9Og,2018-11-02 23:52:53,tweet,DCu8mNC1JyE,twitter
9IMtVD4OayCHOdfu0BrkAw,y6BoCU8cccP2OyKINqV9Og,2019-01-31 07:03:23,tweet,8TKr4gfR8wM,twitter
sA1B0J8fSqyHPMxR-vsXkw,9dB5bP5LU9ubL9YtvcCpIQ,2018-08-17 14:13:10,tweet,5k6hSS6xBTw,twitter
Yf08hLE7zTX48IeHcAY73w,ZJtkS4hxoCbno9Zi-npUHA,2019-02-20 17:24:18,tweet,7R2QhK0-Pe8,twitter
ztaWPSpiDUiW2BNk4vo1sA,oQFBciJX1yWSow2FS8sgSw,2018-04-13 01:24:02,tweet,3wj4ncIEDxw,twitter
OU4rcw-VexAyxKgBCESeSA,Wm-nUAUDSRTrlMW77km5nQ,2018-08-26 21:48:10,tweet,b8bIupYSZeU,twitter
_mDmhw_AD5fBV8dbqIrhaA,s4ht14H9sF8lLNTDn0Ihjg,2018-04-08 17:32:03,tweet,CCmN6X_7kn0,twitter
W0NUfZFR3nGxYvGfF6cdqg,mE7bW1q_HOd_hfeV6irL6Q,2018-11-30 15:52:16,tweet,LnXBzZo_G3Y,twitter
J7T8rZMtsNFid9GxZG_kUQ,qwCtMl5JcDWOHPFuo0u2NQ,2018-05-31 01:07:47,tweet,WPGG3P14WWk,twitter
AVXnOBH7NRgYY-hPSw645A,KRtkB1TBFMfJVasQgg02QA,2018-04-17 08:27:34,tweet,wV75b-j2vIQ,twitter
JMeTRfX7eYYG0k0e1eKuYg,63oF2yVs1PPKXJeg79T7ug,2018-07-24 09:38:00,quote,4oQTWn1JfeA,twitter
FK8zlPXCcUJnYikQWJ9wDw,oqgzHtaKIQLsCfg58QHB_g,2019-02-17 10:55:44,tweet,CYflh9ltqDY,twitter
jfsRoxwJHM2dTMBaKxOVqQ,vDYcVW-BxOYEoYegIgvUzw,2019-03-27 01:58:02,tweet,3vNwe7yKbwo,twitter
7PT_zmwjNuIEJUFqkJzz9Q,hKjDhxapl9YksDplA0Sk6Q,2018-04-16 01:16:43,tweet,hxIUgNpqjC0,twitter
-HoSF4CvWdKnGTRIN72bRA,dm1m5Snt3Z0RJutiSl1oDw,2018-04-19 12:39:21,tweet,DPgOnD0n9uw,twitter
ANs02KvGR1YWI_k4WeqU4Q,az5f8M8eVQ85natMoMXXPA,2018-04-12 13:22:04,tweet,CCmN6X_7kn0,twitter
nsLus8_t9QTi9p6c_i_rsg,30ciRFHW-3XVLR_bEaSdNQ,2018-12-23 13:07:13,tweet,5k6hSS6xBTw,twitter
TLv43YBRvKmD6HqEdYa61Q,FpgH15lr-5_FmdljepFRmA,2019-02-09 05:02:27,tweet,DTzwn5RBxD4,twitter
apHBwrGwVNe6BKFi2caeqg,47bICJPDuXUGHCa_PSENeg,2018-04-11 03:30:21,tweet,DCu8mNC1JyE,twitter
j2Z5VfmDLxo7KUA73M10Yg,2armVyYCi2qAn9yLYIrohg,2018-04-12 14:30:30,tweet,zwQvinmry5U,twitter
SC8QGx2su7wklRhY96N-MQ,twldANkK14yXvdrczbWDiA,2018-07-22 16:31:24,tweet,yaZRZo9FGQI,twitter
Hkmw9A6JZOIJynLFVUZLeg,J1_pQEtA_l59G_-Ng1TPyQ,2018-06-15 01:55:20,tweet,3vNwe7yKbwo,twitter
shv3DIC1PwAsiwkOQbTT9Q,WIKGx-qOeBIvrpc8HrnF0g,2018-09-09 05:39:34,tweet,Jq4LEIO740A,twitter
qbcPImcx8jAoceXk4vFdXQ,Jq81OXRv_Uy5g1r4mg3VCQ,2018-04-15 12:27:05,tweet,MfGUUJqa1YQ,twitter
iVeWjERa4UcWeaQVMe9BNw,JDSocpLPfbrmycjIQDSrvQ,2018-05-04 07:45:03,tweet,CCmN6X_7kn0,twitter
MHP2RbaDaaRyyiu0GFJv0g,jWvgMVsW7QmoPooKTtUDDw,2018-05-09 19:24:33,tweet,Jq4LEIO740A,twitter
GYvTMZl2Ditwu-BlivCiYg,cFLHKMgob5gX9OT_pGttMQ,2018-12-13 10:17:47,tweet,nFpgkhfAl3k,twitter
YkyQ8C3CFFYE0M8H4H0htw,0DRHTqahny7MbYmFp0hUqw,2019-01-22 16:25:01,tweet,5k6hSS6xBTw,twitter
mrX8M3F2Cy2cpjLJrgmsLw,xhz9okqfoz7J5TqyGh_Xtw,2018-05-15 15:14:22,tweet,ueuLxyk_mzk,twitter
fkf7vcoutC5bUfavtvAtvw,J6MwWY8p6aI6xgAOPzWK9g,2018-07-23 14:05:42,tweet,TEbHM0aIako,twitter
XQDr8LJeWLbAO99D5xU6NA,FojX-1R5HWepDselhEnnyA,2019-02-17 11:50:20,tweet,3vNwe7yKbwo,twitter
0M_qDO4Tpv6QqmIkqsCrRg,-nH2EoKLtQm9-npflxYItg,2018-12-11 23:55:19,tweet,CCmN6X_7kn0,twitter
HOKQJRiY6d58TLmgiuIPDA,FpgH15lr-5_FmdljepFRmA,2018-04-16 12:43:08,reply,tdFHNE8WxOA,twitter
XjtJaU9OCWZ6htOGX3GJFg,nd1Ako5CL_wtnGt1h_vxAA,2018-12-20 17:55:32,reply,DPgOnD0n9uw,twitter
FdLkHo-9-L3b3Gq6IsHiNA,FpgH15lr-5_FmdljepFRmA,2018-04-14 04:16:48,reply,p3wJjK4Kxmo,twitter
S2Qbf8KDtX1yNlfUWq1RKQ,FpgH15lr-5_FmdljepFRmA,2018-12-27 03:35:45,reply,Qm3jlUy_EdI,twitter
HYoocWWtTqGaZ0sf8co1xg,FpgH15lr-5_FmdljepFRmA,2018-07-03 03:45:02,reply,JI7DZ6VtOCA,twitter
rJBZWQxo4cZ0-KstcJ6TtA,TIbXIGzRDcPUUgq0ElqYbg,2018-05-04 21:02:21,tweet,-K2---X9pqY,twitter
PO0Ba03ykTxMqyHOa5PTkQ,CdNjlQsWdjhCS6YYHfOzLw,2018-09-13 02:56:55,tweet,4oQTWn1JfeA,twitter
N0BVJYTZZZ25LoVoM40KrQ,rTswcgdkVND6YpsClgO0Ow,2019-04-18 03:43:07,tweet,CCmN6X_7kn0,twitter
fp1Dlt0ERPh6ONEEHTZQ_w,BoKPewWXjJJlynBGDz8odw,2018-04-10 22:33:31,tweet,XH11Co4_1kU,twitter
CZXXZA4he9W5nVghFYsB7g,7p5tWWLspoCDptxIvrA8Hw,2018-04-07 04:07:27,tweet,0EXtHoOi7_4,twitter
NMxL7j9qXq4CMTYBsiBZtA,lqPzGTyjqdUZtOj7prCvGA,2019-02-11 22:43:33,tweet,3vNwe7yKbwo,twitter
MDitkBc0EUbUJD_JSNOj9Q,0kgXhWLcCcl_Mnr1wb-Rag,2018-07-22 19:09:03,tweet,0EXtHoOi7_4,twitter
GrU-3TH1j9oD3oKb4M1ElQ,ZWudBVYUql0CryEDQ-og0g,2018-04-24 18:45:46,tweet,5k6hSS6xBTw,twitter
3C5IXo-fk_0wZYAUF67NvA,FpgH15lr-5_FmdljepFRmA,2018-04-20 04:09:03,tweet,8lrwQlYOHWU,twitter
CAFk_cgdLk6Bqs6KRv6wzA,gKRcRAl-uA8FUwsoTEIoNA,2018-04-15 21:08:02,tweet,EZ3qKG9gnuI,twitter
U2jms-IUwtbdGq2kEXKMpA,CvYs1UD5oV360txtmB6Qfw,2018-07-22 12:12:33,tweet,3wj4ncIEDxw,twitter
AH3OH3bD1QOrvUzWPajkCw,GJTHrbddcQc342pAcf340w,2018-09-14 02:22:32,tweet,mrEHz1d2_ag,twitter
0PeNNk7BZpGsQJHaEOK0OA,FpgH15lr-5_FmdljepFRmA,2019-03-03 21:47:40,tweet,JifBie5ZuuA,twitter
o-9ST2PfETsd9STWhFxbzg,lSmQYvUcuGn6oFyjGJduDw,2018-04-30 02:35:20,tweet,CCmN6X_7kn0,twitter
05FUqUp7SG3MJSAtfNcIqA,MseKsJHYXlEksrYdSXsHhQ,2018-04-20 16:41:55,tweet,DPgOnD0n9uw,twitter
HKmIjLA2famATlpfubExGg,0TgO8yH1wSI9ZeSlfQpEaA,2019-01-21 23:42:27,tweet,yaZRZo9FGQI,twitter
TO5BYlI1T7zhN0MhbJZ5UA,H7fMXNkdtf495tcUyGvrKw,2018-04-18 13:36:27,tweet,thxkhGqTdPg,twitter
5X0sB8N6xLEExcnvlsnumg,sUVKVhKFL9Qs1xm1qynKHQ,2019-04-09 18:44:18,reply,ijXYoBTHues,twitter
Yx1OYx552NunRrk5kM0puw,_nS9ygc9ZUY2UE-I-lbEoA,2018-04-17 00:01:12,tweet,p3wJjK4Kxmo,twitter
SU7aM62l2gJXRZxSbyzSiw,_nS9ygc9ZUY2UE-I-lbEoA,2018-07-22 16:57:44,tweet,NQL3rX6xWRg,twitter
QLq474v_SSSxIR3aSnj1Mw,O2L_qBYl8ATgdpR_jm2Utw,2018-04-15 20:26:47,tweet,K_yFDx7Aj9c,twitter
jMQWoU4ashYUv4L1n2kpVg,O2L_qBYl8ATgdpR_jm2Utw,2018-04-26 20:01:31,tweet,CCmN6X_7kn0,twitter
mJ2sW6QgSFE7qKyAZGSH8w,K7wfMby3Y8Z4XHVHzaQqzQ,2018-04-16 15:20:49,tweet,3HCFol7g-FU,twitter
yxM-36oimKLu1VjvBGd-hQ,8XWhzOFi8LZjYxAT8yrf3w,2018-05-25 15:20:26,tweet,3HCFol7g-FU,twitter
I3a5yPSTlGeYnLtSM8n3pA,58MvYIqsMAQQUpKEsxxSFA,2018-04-14 01:45:09,tweet,Qopv2eq0mNc,twitter
NaCFiEkNlZTDeoxJ7xZ3mw,PMbU3GXdUE3kkkYITmEy7A,2018-10-24 00:23:42,tweet,_YrFULMj5qQ,twitter
HfCYFuU1Rwrrmm8nIFsIEA,y_WtFmM1tf1FXKjxCKif7g,2018-05-30 02:48:53,tweet,p3dYi8GV3Ts,twitter
ivCtlW2NbGVncjCRjMp0pw,j6CPyoR_O4e0IH2ScDAQbQ,2019-04-29 18:58:35,tweet,amtWcEq1XHQ,twitter
QuHp1NJiHGoLjC9iLgyRqA,nz-D8RWfr0JYI23yLOev8Q,2018-04-11 03:28:45,tweet,W8Kj2gk1ufA,twitter
5TYFVxiQ5rpOTf27a_nGgw,nprHttwMeEVIhQls92TsSA,2018-04-15 03:20:26,tweet,yI2s9Ow2snE,twitter
QplEMoNV1azBjRgOedjomQ,ZL1HIOJhqWVIifBYWx3n1w,2018-04-17 17:12:29,tweet,NQL3rX6xWRg,twitter
wh_LKR-vYYFCMiqmEsZTAg,q0TkdaSFI3Ba6eHjROp3qA,2018-07-27 23:14:12,tweet,tvVaG10AEI0,twitter
Dfh5ekz_IjQIV7UiReTrSA,g5YipxVUotnf3ZDd55L01Q,2019-04-01 15:23:16,tweet,CCmN6X_7kn0,twitter
417GlapOzihrw3TPw6Bg7A,I0wD1LO4JQVWvf65DDTO6A,2018-04-15 23:54:51,tweet,OBkn78q_t_Q,twitter
tdYYkbYUD-JgvB58i1jWXA,5u7RqZwxMkDTYlXi3y0bXA,2018-04-11 06:51:47,tweet,3vNwe7yKbwo,twitter
